phase,label_3d,volume_voxels,volume_mm3,equivalent_diameter_voxels,equivalent_diameter_um,centroid_z_pixels,centroid_y_pixels,centroid_x_pixels,centroid_z_mm,centroid_y_mm,centroid_x_mm,bbox_z_pixels,bbox_y_pixels,bbox_x_pixels,bbox_z_mm,bbox_y_mm,bbox_x_mm,longest_axis_bbox_pixels,intermediate_axis_bbox_pixels,shortest_axis_bbox_pixels,elongation_bbox,flatness_bbox,extent_3d,mean_intensity,min_intensity,max_intensity
resin,4289,185.0,0.09472000000000001,7.0695380347374215,565.5630427789937,90.4918918918919,81.6054054054054,49.45945945945946,7.239351351351352,6.5284324324324325,3.9567567567567568,8,6,8,0.64,0.48,0.64,8.0,8.0,6.0,1.3333333333333333,1.0,0.4817708333333333,130.64864864864865,94.0,168.0
resin,4296,774.0,0.3962880000000001,11.391496457993908,911.3197166395126,95.5219638242894,143.28811369509043,8.5671834625323,7.641757105943152,11.463049095607234,0.685374677002584,16,15,21,1.28,1.2,1.68,21.0,16.0,15.0,1.4,1.3125,0.15357142857142858,126.23385012919897,90.0,168.0
resin,4313,268.0,0.13721600000000003,7.999178545777086,639.9342836621669,91.07089552238806,52.86940298507463,100.56716417910448,7.285671641791045,4.2295522388059705,8.045373134328358,8,9,8,0.64,0.72,0.64,9.0,8.0,8.0,1.125,1.125,0.4652777777777778,125.17910447761194,90.0,168.0
resin,4317,222.0,0.11366400000000002,7.512505172776117,601.0004138220894,91.59909909909909,59.193693693693696,12.554054054054054,7.327927927927927,4.7354954954954955,1.0043243243243243,8,7,8,0.64,0.56,0.64,8.0,8.0,7.0,1.1428571428571428,1.0,0.4955357142857143,126.26126126126127,96.0,168.0
resin,4318,123.0,0.062976,6.17024150880815,493.619320704652,90.86178861788618,60.0650406504065,157.3658536585366,7.268943089430894,4.80520325203252,12.589268292682927,6,6,6,0.48,0.48,0.48,6.0,6.0,6.0,1.0,1.0,0.5694444444444444,126.88617886178862,99.0,168.0
resin,4342,410.0,0.20992000000000002,9.217116528325628,737.3693222660502,95.14146341463415,75.38048780487804,141.23170731707316,7.611317073170731,6.030439024390244,11.298536585365852,12,14,16,0.96,1.12,1.28,16.0,14.0,12.0,1.3333333333333333,1.1428571428571428,0.15252976190476192,138.1341463414634,88.0,168.0
resin,4345,139.0,0.07116800000000001,6.426956976396133,514.1565581116906,91.35251798561151,102.43165467625899,136.54676258992805,7.308201438848921,8.194532374100719,10.923741007194245,6,8,7,0.48,0.64,0.56,8.0,7.0,6.0,1.3333333333333333,1.1428571428571428,0.41369047619047616,131.26618705035972,89.0,168.0
resin,4349,489.0,0.25036800000000003,9.774699440442049,781.9759552353639,95.02249488752557,115.27402862985686,34.27402862985685,7.601799591002045,9.221922290388548,2.741922290388548,16,17,11,1.28,1.36,0.88,17.0,16.0,11.0,1.5454545454545454,1.0625,0.16343582887700533,133.69120654396727,88.0,168.0
resin,4353,102.0,0.052224000000000007,5.796962840557109,463.7570272445687,91.90196078431373,136.1764705882353,110.38235294117646,7.352156862745098,10.894117647058824,8.830588235294117,6,6,6,0.48,0.48,0.48,6.0,6.0,6.0,1.0,1.0,0.4722222222222222,129.97058823529412,88.0,167.0
resin,4358,174.0,0.08908800000000001,6.926548433133662,554.123874650693,92.16091954022988,173.9655172413793,175.3448275862069,7.372873563218391,13.917241379310344,14.027586206896551,7,7,7,0.56,0.56,0.56,7.0,7.0,7.0,1.0,1.0,0.5072886297376094,128.2183908045977,95.0,168.0
resin,4359,612.0,0.31334400000000007,10.533780553459017,842.7024442767214,95.98366013071896,3.746732026143791,190.33496732026143,7.678692810457517,0.2997385620915033,15.226797385620914,12,11,18,0.96,0.88,1.44,18.0,12.0,11.0,1.6363636363636365,1.5,0.25757575757575757,123.38888888888889,88.0,168.0
resin,4386,20605.0,10.549760000000001,34.01402282840066,2721.121826272053,148.70458626546954,33.06221790827469,11.71526328561029,11.896366901237563,2.644977432661975,0.9372210628488231,104,64,37,8.32,5.12,2.96,104.0,64.0,37.0,2.810810810810811,1.625,0.08366765202702703,128.34200436787188,88.0,168.0
resin,4392,176.0,0.09011200000000001,6.952985897165982,556.2388717732786,94.66477272727273,58.1875,1.2954545454545454,7.573181818181819,4.655,0.10363636363636364,8,9,5,0.64,0.72,0.4,9.0,8.0,5.0,1.8,1.125,0.4888888888888889,124.73295454545455,88.0,168.0
resin,4397,162.0,0.08294400000000002,6.763509910720959,541.0807928576767,95.21604938271605,81.01851851851852,1.5740740740740742,7.617283950617284,6.481481481481482,0.12592592592592594,8,11,5,0.64,0.88,0.4,11.0,8.0,5.0,2.2,1.375,0.36818181818181817,142.87037037037038,115.0,168.0
resin,4399,271.0,0.13875200000000001,8.028915542458407,642.3132433966725,94.56088560885608,93.17712177121771,14.243542435424354,7.564870848708487,7.4541697416974175,1.1394833948339484,8,9,8,0.64,0.72,0.64,9.0,8.0,8.0,1.125,1.125,0.4704861111111111,140.42066420664207,104.0,167.0
resin,4400,158.0,0.08089600000000001,6.7073786097756045,536.5902887820483,94.18354430379746,97.66455696202532,108.64556962025317,7.534683544303797,7.813164556962025,8.691645569620254,8,8,8,0.64,0.64,0.64,8.0,8.0,8.0,1.0,1.0,0.30859375,147.2594936708861,107.0,168.0
resin,4422,337.0,0.17254400000000003,8.633967830729006,690.7174264583205,95.79228486646885,97.44213649851632,97.0593471810089,7.663382789317508,7.7953709198813055,7.764747774480712,11,9,15,0.88,0.72,1.2,15.0,11.0,9.0,1.6666666666666667,1.3636363636363635,0.22693602693602694,127.0860534124629,88.0,168.0
resin,4437,233.0,0.11929600000000001,7.634590828237859,610.7672662590287,96.2489270386266,13.150214592274677,148.1845493562232,7.699914163090129,1.0520171673819743,11.854763948497855,10,7,12,0.8,0.56,0.96,12.0,10.0,7.0,1.7142857142857142,1.2,0.2773809523809524,129.89270386266094,89.0,168.0
resin,4452,336.0,0.17203200000000002,8.625419342138814,690.0335473711051,96.5625,122.72916666666667,129.51488095238096,7.7250000000000005,9.818333333333333,10.361190476190478,8,9,9,0.64,0.72,0.72,9.0,9.0,8.0,1.125,1.0,0.5185185185185185,121.91369047619048,90.0,168.0
resin,4457,156.0,0.07987200000000001,6.678957173048376,534.3165738438701,96.21153846153847,151.71153846153845,81.11538461538461,7.696923076923078,12.136923076923077,6.489230769230769,7,7,7,0.56,0.56,0.56,7.0,7.0,7.0,1.0,1.0,0.45481049562682213,144.89102564102564,115.0,168.0
resin,4464,583.0,0.29849600000000004,10.364697802693197,829.1758242154558,98.21097770154374,33.76672384219554,24.403087478559176,7.8568782161235,2.701337907375643,1.9522469982847341,10,15,13,0.8,1.2,1.04,15.0,13.0,10.0,1.5,1.1538461538461537,0.298974358974359,124.65866209262435,89.0,168.0
resin,4469,1330.0,0.6809600000000001,13.644292034413352,1091.543362753068,103.72255639097745,138.44135338345865,6.5203007518797,8.297804511278196,11.075308270676691,0.521624060150376,25,26,21,2.0,2.08,1.68,26.0,25.0,21.0,1.2380952380952381,1.04,0.09743589743589744,127.83834586466165,88.0,168.0
resin,4475,115.0,0.05888000000000001,6.033459557881385,482.67676463051083,97.36521739130434,13.591304347826087,198.04347826086956,7.789217391304348,1.087304347826087,15.843478260869565,5,6,7,0.4,0.48,0.56,7.0,6.0,5.0,1.4,1.1666666666666667,0.5476190476190477,129.65217391304347,96.0,168.0
resin,4477,826.0,0.42291200000000007,11.641094327798328,931.2875462238662,104.60895883777239,28.331719128329297,150.38014527845036,8.368716707021791,2.2665375302663437,12.030411622276029,20,19,16,1.6,1.52,1.28,20.0,19.0,16.0,1.25,1.0526315789473684,0.13585526315789473,135.58595641646488,91.0,168.0
resin,4493,840.0,0.4300800000000001,11.706495106410022,936.5196085128018,101.93333333333334,115.5202380952381,50.84642857142857,8.154666666666667,9.241619047619048,4.067714285714286,16,13,16,1.28,1.04,1.28,16.0,16.0,13.0,1.2307692307692308,1.0,0.25240384615384615,125.90595238095239,88.0,168.0
resin,4506,1127.0,0.5770240000000001,12.911452382857604,1032.9161906286083,103.30878438331854,17.5678793256433,170.21206743566992,8.264702750665483,1.405430346051464,13.616965394853594,20,22,26,1.6,1.76,2.08,26.0,22.0,20.0,1.3,1.1818181818181819,0.09851398601398602,130.8899733806566,88.0,168.0
resin,4507,240.0,0.12288000000000002,7.710292841628196,616.8234273302558,99.90833333333333,15.920833333333333,159.89166666666668,7.992666666666667,1.2736666666666667,12.791333333333334,8,8,7,0.64,0.64,0.56,8.0,8.0,7.0,1.1428571428571428,1.0,0.5357142857142857,123.9375,89.0,168.0
resin,4518,144.0,0.07372800000000002,6.503112841671467,520.2490273337174,98.53472222222223,91.65277777777777,142.78472222222223,7.882777777777778,7.332222222222222,11.422777777777778,7,7,10,0.56,0.56,0.8,10.0,7.0,7.0,1.4285714285714286,1.4285714285714286,0.2938775510204082,147.0625,111.0,168.0
resin,4525,155.0,0.07936000000000001,6.664655293794288,533.1724235035431,98.86451612903225,163.0774193548387,6.664516129032258,7.90916129032258,13.046193548387096,0.5331612903225806,7,7,7,0.56,0.56,0.56,7.0,7.0,7.0,1.0,1.0,0.4518950437317784,143.04516129032257,113.0,168.0
resin,4535,145.0,0.07424000000000001,6.518131631368211,521.4505305094569,99.47586206896551,92.26896551724138,194.97931034482758,7.958068965517241,7.381517241379311,15.598344827586207,8,7,7,0.64,0.56,0.56,8.0,7.0,7.0,1.1428571428571428,1.1428571428571428,0.36989795918367346,126.15172413793104,92.0,168.0
resin,4536,83.0,0.042496000000000006,5.412025364749767,432.96202917998136,100.19277108433735,97.6987951807229,68.12048192771084,8.015421686746988,7.815903614457832,5.449638554216867,7,4,7,0.56,0.32,0.56,7.0,7.0,4.0,1.75,1.0,0.42346938775510207,136.85542168674698,102.0,168.0
resin,4540,421.0,0.21555200000000005,9.298819646319991,743.9055717055993,100.83372921615202,125.09026128266034,113.94536817102137,8.066698337292163,10.007220902612827,9.11562945368171,10,9,12,0.8,0.72,0.96,12.0,10.0,9.0,1.3333333333333333,1.2,0.38981481481481484,124.04275534441805,90.0,168.0
resin,4541,82.0,0.04198400000000001,5.390202444799826,431.21619558398606,98.7560975609756,136.96341463414635,108.04878048780488,7.900487804878049,10.957073170731707,8.64390243902439,5,5,5,0.4,0.4,0.4,5.0,5.0,5.0,1.0,1.0,0.656,134.90243902439025,96.0,167.0
resin,4547,498.0,0.25497600000000004,9.834302739216675,786.744219137334,103.46987951807229,26.253012048192772,56.66064257028113,8.277590361445784,2.100240963855422,4.53285140562249,11,11,18,0.88,0.88,1.44,18.0,11.0,11.0,1.6363636363636365,1.6363636363636365,0.22865013774104684,126.4136546184739,89.0,168.0
resin,4553,750.0,0.38400000000000006,11.272516517868265,901.8013214294613,106.892,62.76266666666667,7.010666666666666,8.55136,5.021013333333333,0.5608533333333333,18,19,16,1.44,1.52,1.28,19.0,18.0,16.0,1.1875,1.0555555555555556,0.13706140350877194,133.036,92.0,168.0
resin,4560,274.0,0.14028800000000002,8.058433879808192,644.6747103846553,102.26277372262774,112.18248175182482,72.55474452554745,8.18102189781022,8.974598540145987,5.804379562043796,9,8,9,0.72,0.64,0.72,9.0,9.0,8.0,1.125,1.0,0.4228395061728395,125.03284671532846,96.0,168.0
resin,4562,202.0,0.10342400000000002,7.279768728154169,582.3814982523335,102.66336633663366,121.75247524752476,86.70792079207921,8.213069306930693,9.74019801980198,6.936633663366337,10,9,6,0.8,0.72,0.48,10.0,9.0,6.0,1.6666666666666667,1.1111111111111112,0.37407407407407406,128.2970297029703,96.0,168.0
resin,4564,128.0,0.06553600000000001,6.252741134374175,500.21929074993403,100.078125,141.8203125,188.4765625,8.00625,11.345625,15.078125,6,8,9,0.48,0.64,0.72,9.0,8.0,6.0,1.5,1.125,0.2962962962962963,144.78125,123.0,168.0
resin,4567,259.0,0.13260800000000003,7.908614025084603,632.6891220067682,102.28185328185329,159.5096525096525,46.03088803088803,8.182548262548263,12.760772200772202,3.6824710424710423,10,9,8,0.8,0.72,0.64,10.0,9.0,8.0,1.25,1.1111111111111112,0.3597222222222222,126.89189189189189,90.0,168.0
resin,4569,118.0,0.06041600000000001,6.085474706375493,486.8379765100394,101.42372881355932,166.32203389830508,153.09322033898306,8.113898305084746,13.305762711864407,12.247457627118646,7,7,7,0.56,0.56,0.56,7.0,7.0,7.0,1.0,1.0,0.34402332361516036,131.9322033898305,91.0,168.0
resin,4577,184.0,0.09420800000000001,7.0567771080140504,564.542168641124,102.32608695652173,15.5,23.918478260869566,8.18608695652174,1.24,1.9134782608695653,8,8,8,0.64,0.64,0.64,8.0,8.0,8.0,1.0,1.0,0.359375,126.71739130434783,93.0,168.0
resin,4590,398.0,0.20377600000000004,9.126301592353913,730.104127388313,102.87185929648241,101.0,79.39195979899498,8.229748743718593,8.08,6.351356783919599,9,11,9,0.72,0.88,0.72,11.0,9.0,9.0,1.2222222222222223,1.2222222222222223,0.44668911335578004,123.16331658291458,92.0,168.0
resin,4592,323.0,0.16537600000000002,8.51271250919745,681.0170007357959,102.9969040247678,101.14860681114551,196.3374613003096,8.239752321981424,8.091888544891642,15.706996904024768,9,10,10,0.72,0.8,0.8,10.0,10.0,9.0,1.1111111111111112,1.0,0.35888888888888887,122.63467492260062,89.0,168.0
resin,4596,246.0,0.125952,7.774017159882491,621.9213727905993,103.65447154471545,142.33333333333334,77.85365853658537,8.292357723577236,11.386666666666668,6.2282926829268295,9,11,11,0.72,0.88,0.88,11.0,11.0,9.0,1.2222222222222223,1.0,0.22589531680440772,140.33333333333334,95.0,168.0
resin,4627,881.0,0.4510720000000001,11.893940512155634,951.5152409724508,108.57321225879681,97.24063564131669,103.45062429057889,8.685856980703745,7.779250851305335,8.276049943246312,17,15,13,1.36,1.2,1.04,17.0,15.0,13.0,1.3076923076923077,1.1333333333333333,0.26576168929110106,124.58569807037458,90.0,168.0
resin,4640,90.0,0.04608000000000001,5.560083268891276,444.8066615113021,105.03333333333333,17.81111111111111,186.45555555555555,8.402666666666667,1.4248888888888889,14.916444444444444,8,7,5,0.64,0.56,0.4,8.0,7.0,5.0,1.6,1.1428571428571428,0.32142857142857145,136.94444444444446,101.0,168.0
resin,4642,236.0,0.12083200000000002,7.667217681165305,613.3774144932245,105.88135593220339,44.23728813559322,163.36016949152543,8.470508474576272,3.5389830508474573,13.068813559322034,12,14,7,0.96,1.12,0.56,14.0,12.0,7.0,2.0,1.1666666666666667,0.20068027210884354,130.16949152542372,94.0,168.0
resin,4656,205.0,0.10496000000000001,7.315630236588791,585.2504189271033,104.6829268292683,6.980487804878049,85.30731707317074,8.374634146341464,0.558439024390244,6.824585365853659,6,9,9,0.48,0.72,0.72,9.0,9.0,6.0,1.5,1.0,0.4218106995884774,126.49268292682927,91.0,168.0
resin,4676,138.0,0.07065600000000001,6.411507500999382,512.9206000799505,105.67391304347827,115.43478260869566,200.2173913043478,8.453913043478261,9.234782608695653,16.017391304347825,8,13,4,0.64,1.04,0.32,13.0,8.0,4.0,3.25,1.625,0.3317307692307692,127.84057971014492,92.0,168.0
resin,4695,225.0,0.11520000000000002,7.546193987406538,603.695518992523,107.12,2.1733333333333333,9.595555555555556,8.569600000000001,0.17386666666666667,0.7676444444444446,9,7,9,0.72,0.56,0.72,9.0,9.0,7.0,1.2857142857142858,1.0,0.3968253968253968,124.45777777777778,93.0,168.0
resin,4697,258.0,0.13209600000000002,7.898422500875398,631.8738000700318,108.35271317829458,8.484496124031008,32.713178294573645,8.668217054263566,0.6787596899224806,2.6170542635658918,13,9,11,1.04,0.72,0.88,13.0,11.0,9.0,1.4444444444444444,1.1818181818181819,0.20046620046620048,140.1705426356589,88.0,168.0
resin,4702,178.0,0.09113600000000001,6.9792238284142,558.337906273136,107.23033707865169,28.46067415730337,177.61797752808988,8.578426966292135,2.27685393258427,14.20943820224719,9,7,8,0.72,0.56,0.64,9.0,8.0,7.0,1.2857142857142858,1.125,0.3531746031746032,142.53370786516854,111.0,168.0
resin,4703,156.0,0.07987200000000001,6.678957173048376,534.3165738438701,107.16666666666667,37.08974358974359,169.48717948717947,8.573333333333334,2.967179487179487,13.558974358974359,11,7,7,0.88,0.56,0.56,11.0,7.0,7.0,1.5714285714285714,1.5714285714285714,0.2894248608534323,142.82051282051282,96.0,168.0
resin,4725,255.0,0.13056,7.867689028577134,629.4151222861707,109.6078431372549,175.81176470588235,142.6705882352941,8.768627450980393,14.064941176470589,11.413647058823528,15,5,12,1.2,0.4,0.96,15.0,12.0,5.0,3.0,1.25,0.2833333333333333,134.42745098039217,91.0,168.0
resin,4728,144.0,0.07372800000000002,6.503112841671467,520.2490273337174,108.38888888888889,1.0,194.11805555555554,8.671111111111111,0.08,15.529444444444444,9,4,13,0.72,0.32,1.04,13.0,9.0,4.0,3.25,1.4444444444444444,0.3076923076923077,132.54861111111111,93.0,168.0
resin,4734,215.0,0.11008000000000003,7.432700144648346,594.6160115718677,107.14883720930233,24.372093023255815,139.33023255813953,8.571906976744186,1.9497674418604651,11.146418604651162,8,8,9,0.64,0.64,0.72,9.0,8.0,8.0,1.125,1.125,0.3732638888888889,127.1767441860465,96.0,168.0
resin,4739,896.0,0.45875200000000005,11.961063493747961,956.8850794998368,112.99441964285714,78.95089285714286,2.8560267857142856,9.039553571428572,6.316071428571429,0.22848214285714286,22,19,8,1.76,1.52,0.64,22.0,19.0,8.0,2.75,1.1578947368421053,0.2679425837320574,128.87834821428572,89.0,168.0
resin,4760,630.0,0.32256000000000007,10.63605666387316,850.8845331098529,110.17142857142858,51.87301587301587,10.695238095238095,8.813714285714287,4.14984126984127,0.8556190476190476,13,17,20,1.04,1.36,1.6,20.0,17.0,13.0,1.5384615384615385,1.1764705882352942,0.1425339366515837,133.92222222222222,90.0,168.0
resin,4766,527.0,0.26982400000000006,10.021606150847349,801.7284920677879,110.07779886148008,79.55977229601518,143.80645161290323,8.806223908918406,6.364781783681215,11.50451612903226,11,16,12,0.88,1.28,0.96,16.0,12.0,11.0,1.4545454545454546,1.3333333333333333,0.24952651515151514,129.37571157495256,92.0,168.0
resin,4768,318.0,0.16281600000000002,8.468558642058058,677.4846913646446,111.97798742138365,95.58490566037736,74.47169811320755,8.958238993710692,7.646792452830189,5.957735849056604,13,12,11,1.04,0.96,0.88,13.0,12.0,11.0,1.1818181818181819,1.0833333333333333,0.1853146853146853,131.53773584905662,89.0,168.0
resin,4776,208.0,0.10649600000000002,7.351143561296219,588.0914849036975,108.78846153846153,168.05769230769232,151.875,8.703076923076923,13.444615384615386,12.15,8,7,11,0.64,0.56,0.88,11.0,8.0,7.0,1.5714285714285714,1.375,0.33766233766233766,133.34134615384616,88.0,168.0
resin,4783,1282.0,0.6563840000000001,13.478134966165358,1078.2507972932287,119.32995319812792,9.604524180967239,157.0889235569423,9.546396255850235,0.7683619344773791,12.567113884555383,24,18,15,1.92,1.44,1.2,24.0,18.0,15.0,1.6,1.3333333333333333,0.19783950617283952,128.36973478939157,88.0,168.0
