phase,label_3d,volume_voxels,volume_mm3,equivalent_diameter_voxels,equivalent_diameter_um,centroid_z_pixels,centroid_y_pixels,centroid_x_pixels,centroid_z_mm,centroid_y_mm,centroid_x_mm,bbox_z_pixels,bbox_y_pixels,bbox_x_pixels,bbox_z_mm,bbox_y_mm,bbox_x_mm,longest_axis_bbox_pixels,intermediate_axis_bbox_pixels,shortest_axis_bbox_pixels,elongation_bbox,flatness_bbox,extent_3d,mean_intensity,min_intensity,max_intensity
resin,10069,89.0,0.045568000000000004,5.539413623573113,443.153089885849,295.4269662921348,152.3932584269663,23.06741573033708,23.634157303370785,12.191460674157304,1.8453932584269663,7,6,6,0.56,0.48,0.48,7.0,6.0,6.0,1.1666666666666667,1.1666666666666667,0.3531746031746032,146.59550561797752,123.0,168.0
resin,10072,132.0,0.067584,6.317206927705878,505.37655421647025,296.25,1.3106060606060606,144.93939393939394,23.7,0.10484848484848484,11.595151515151516,7,5,7,0.56,0.4,0.56,7.0,7.0,5.0,1.4,1.0,0.5387755102040817,138.59848484848484,97.0,168.0
resin,10077,4828.0,2.4719360000000004,20.96957103406115,1677.565682724892,311.9076222038111,20.19055509527755,11.377174813587407,24.95260977630489,1.615244407622204,0.9101739850869927,32,41,28,2.56,3.2800000000000002,2.24,41.0,32.0,28.0,1.4642857142857142,1.28125,0.13142421602787457,126.10874067937034,88.0,168.0
resin,10080,241.0,0.12339200000000002,7.7209867427694086,617.6789394215527,299.39834024896265,42.43568464730291,2.3651452282157677,23.951867219917013,3.3948547717842326,0.1892116182572614,15,9,7,1.2,0.72,0.56,15.0,9.0,7.0,2.142857142857143,1.6666666666666667,0.25502645502645505,127.19917012448133,88.0,168.0
resin,10085,395.0,0.20224000000000003,9.103313329773377,728.2650663818702,297.89113924050633,82.22025316455696,196.18481012658228,23.831291139240506,6.577620253164557,15.694784810126583,13,10,11,1.04,0.8,0.88,13.0,11.0,10.0,1.3,1.1818181818181819,0.2762237762237762,120.98481012658227,89.0,168.0
resin,10094,266.0,0.13619200000000004,7.979230386796232,638.3384309436985,296.1842105263158,172.02631578947367,126.85714285714286,23.694736842105264,13.762105263157894,10.14857142857143,8,9,9,0.64,0.72,0.72,9.0,9.0,8.0,1.125,1.0,0.4104938271604938,122.83458646616542,88.0,168.0
resin,10103,110.0,0.05632000000000001,5.944719320868062,475.57754566944493,297.8636363636364,12.4,101.57272727272728,23.82909090909091,0.9920000000000001,8.125818181818182,10,6,7,0.8,0.48,0.56,10.0,7.0,6.0,1.6666666666666667,1.4285714285714286,0.2619047619047619,144.11818181818182,90.0,167.0
resin,10106,121.0,0.06195200000000001,6.136615546901379,490.9292437521103,296.41322314049586,21.214876033057852,26.694214876033058,23.713057851239668,1.6971900826446282,2.1355371900826445,6,6,6,0.48,0.48,0.48,6.0,6.0,6.0,1.0,1.0,0.5601851851851852,128.31404958677686,95.0,168.0
resin,10112,374.0,0.19148800000000002,8.939042318744612,715.1233854995689,298.2967914438503,65.57486631016043,197.13903743315507,23.863743315508025,5.245989304812834,15.771122994652405,12,14,9,0.96,1.12,0.72,14.0,12.0,9.0,1.5555555555555556,1.1666666666666667,0.24735449735449735,126.95187165775401,88.0,168.0
resin,10116,261.0,0.13363200000000003,7.928918643143567,634.3134914514853,297.68199233716473,87.40996168582376,21.64367816091954,23.81455938697318,6.9927969348659005,1.731494252873563,8,8,8,0.64,0.64,0.64,8.0,8.0,8.0,1.0,1.0,0.509765625,124.02681992337165,90.0,168.0
resin,10118,236.0,0.12083200000000002,7.667217681165305,613.3774144932245,297.25847457627117,108.19915254237289,96.57627118644068,23.780677966101695,8.655932203389831,7.726101694915254,8,8,8,0.64,0.64,0.64,8.0,8.0,8.0,1.0,1.0,0.4609375,123.83050847457628,90.0,168.0
resin,10163,1089.0,0.5575680000000001,12.764674727398372,1021.1739781918698,306.6942148760331,140.65013774104682,172.32415059687787,24.535537190082646,11.252011019283746,13.78593204775023,23,17,29,1.84,1.36,2.32,29.0,23.0,17.0,1.7058823529411764,1.2608695652173914,0.09604021518652439,128.67768595041323,88.0,168.0
resin,10169,99.0,0.05068800000000001,5.7395633987581025,459.1650719006482,297.7171717171717,161.56565656565655,18.696969696969695,23.81737373737374,12.925252525252525,1.4957575757575756,6,7,7,0.48,0.56,0.56,7.0,7.0,6.0,1.1666666666666667,1.0,0.336734693877551,146.5252525252525,125.0,168.0
resin,10170,2071.0,1.0603520000000002,15.814683041589449,1265.174643327156,307.27233220666346,166.69724770642202,134.77112506035732,24.581786576533077,13.335779816513762,10.781690004828587,23,25,39,1.84,2.0,3.12,39.0,25.0,23.0,1.6956521739130435,1.56,0.09235228539576365,131.5292129406084,88.0,168.0
resin,10176,298.0,0.15257600000000002,8.287162991101544,662.9730392881236,300.23825503355704,2.046979865771812,8.315436241610739,24.019060402684563,0.16375838926174496,0.6652348993288592,9,6,9,0.72,0.48,0.72,9.0,9.0,6.0,1.5,1.0,0.6131687242798354,116.01006711409396,89.0,168.0
resin,10198,281.0,0.14387200000000003,8.126481777777476,650.1185422221981,299.20640569395016,141.16014234875445,99.33451957295374,23.936512455516013,11.292811387900356,7.946761565836299,8,9,8,0.64,0.72,0.64,9.0,8.0,8.0,1.125,1.125,0.4878472222222222,139.01423487544483,104.0,168.0
resin,10227,269.0,0.13772800000000002,8.00911542375221,640.7292339001767,301.2453531598513,83.31598513011153,116.04089219330855,24.099628252788104,6.665278810408922,9.283271375464684,9,9,13,0.72,0.72,1.04,13.0,9.0,9.0,1.4444444444444444,1.4444444444444444,0.25546058879392214,136.56877323420073,95.0,168.0
resin,10237,244.0,0.12492800000000003,7.7528920091153255,620.231360729226,300.6967213114754,143.86885245901638,82.37704918032787,24.055737704918034,11.509508196721312,6.59016393442623,8,8,8,0.64,0.64,0.64,8.0,8.0,8.0,1.0,1.0,0.4765625,139.74180327868854,105.0,168.0
resin,10238,163.0,0.08345600000000002,6.777398060419335,542.1918448335468,301.19018404907973,150.6564417177914,117.9877300613497,24.09521472392638,12.052515337423314,9.439018404907976,9,7,9,0.72,0.56,0.72,9.0,9.0,7.0,1.2857142857142858,1.0,0.2874779541446208,127.3680981595092,94.0,168.0
resin,10241,1020.0,0.52224,12.489177840522004,999.1342272417603,307.27941176470586,157.03529411764706,53.74411764705882,24.58235294117647,12.562823529411764,4.299529411764706,20,19,14,1.6,1.52,1.12,20.0,19.0,14.0,1.4285714285714286,1.0526315789473684,0.19172932330827067,128.50882352941176,90.0,168.0
resin,10256,501.0,0.256512,9.854010813451172,788.3208650760937,305.4011976047904,17.62075848303393,175.63872255489022,24.432095808383234,1.4096606786427146,14.051097804391219,13,10,11,1.04,0.8,0.88,13.0,11.0,10.0,1.3,1.1818181818181819,0.3503496503496504,133.29540918163673,91.0,168.0
resin,10262,282.0,0.144384,8.136110319695444,650.8888255756356,301.86524822695037,45.804964539007095,11.609929078014185,24.14921985815603,3.664397163120568,0.9287943262411348,9,8,8,0.72,0.64,0.64,9.0,8.0,8.0,1.125,1.125,0.4895833333333333,138.77304964539007,105.0,168.0
resin,10263,160.0,0.08192000000000002,6.7355612038425186,538.8448963074015,301.0,41.59375,127.25625,24.080000000000002,3.3275,10.1805,7,12,8,0.56,0.96,0.64,12.0,8.0,7.0,1.7142857142857142,1.5,0.23809523809523808,132.15625,92.0,168.0
resin,10264,85.0,0.04352000000000001,5.455150891048748,436.4120712838999,300.6588235294118,56.22352941176471,94.16470588235295,24.052705882352942,4.497882352941176,7.533176470588236,6,7,7,0.48,0.56,0.56,7.0,7.0,6.0,1.1666666666666667,1.0,0.2891156462585034,138.63529411764705,104.0,168.0
resin,10266,597.0,0.30566400000000005,10.447007414604677,835.7605931683742,304.0100502512563,57.11390284757119,38.517587939698494,24.320804020100503,4.569112227805696,3.0814070351758795,13,11,15,1.04,0.88,1.2,15.0,13.0,11.0,1.3636363636363635,1.1538461538461537,0.2783216783216783,135.74539363484087,89.0,168.0
resin,10271,200.0,0.10240000000000002,7.255663357195618,580.4530685756495,301.295,98.3,187.895,24.1036,7.864,15.031600000000001,8,7,8,0.64,0.56,0.64,8.0,8.0,7.0,1.1428571428571428,1.0,0.44642857142857145,124.015,92.0,168.0
resin,10281,254.0,0.13004800000000002,7.857390994518837,628.5912795615069,302.48818897637796,147.3779527559055,190.3740157480315,24.199055118110238,11.79023622047244,15.22992125984252,10,8,10,0.8,0.64,0.8,10.0,10.0,8.0,1.25,1.0,0.3175,125.14960629921259,89.0,168.0
resin,10282,145.0,0.07424000000000001,6.518131631368211,521.4505305094569,301.1448275862069,155.68965517241378,27.36551724137931,24.09158620689655,12.455172413793102,2.189241379310345,7,7,8,0.56,0.56,0.64,8.0,7.0,7.0,1.1428571428571428,1.1428571428571428,0.36989795918367346,126.67586206896551,91.0,168.0
resin,10283,2402.0,1.2298240000000003,16.615935343376943,1329.2748274701555,315.31473771856787,157.87635303913405,27.56494587843464,25.22517901748543,12.630108243130724,2.205195670274771,34,22,36,2.72,1.76,2.88,36.0,34.0,22.0,1.6363636363636365,1.0588235294117647,0.08920083184789067,128.2939217318901,88.0,168.0
resin,10297,384.0,0.19660800000000003,9.018013214294612,721.441057143569,306.5078125,44.752604166666664,72.109375,24.520625,3.580208333333333,5.76875,14,9,8,1.12,0.72,0.64,14.0,9.0,8.0,1.75,1.5555555555555556,0.38095238095238093,128.09375,88.0,168.0
resin,10302,119.0,0.06092800000000001,6.102616979201714,488.2093583361371,301.2689075630252,89.3109243697479,125.66386554621849,24.101512605042018,7.144873949579832,10.05310924369748,5,8,7,0.4,0.64,0.56,8.0,7.0,5.0,1.6,1.1428571428571428,0.425,131.64705882352942,102.0,168.0
resin,10307,132.0,0.067584,6.317206927705878,505.37655421647025,307.9621212121212,116.75,0.5454545454545454,24.636969696969697,9.34,0.04363636363636363,18,9,4,1.44,0.72,0.32,18.0,9.0,4.0,4.5,2.0,0.2037037037037037,128.86363636363637,89.0,167.0
resin,10311,378.0,0.19353600000000004,8.970797620310972,717.6638096248778,301.9153439153439,132.5185185185185,118.67195767195767,24.153227513227513,10.60148148148148,9.493756613756615,7,13,15,0.56,1.04,1.2,15.0,13.0,7.0,2.142857142857143,1.1538461538461537,0.27692307692307694,129.46560846560845,89.0,168.0
resin,10317,1000.0,0.5120000000000001,12.407009817988,992.5607854390399,314.816,133.096,2.14,25.18528,10.647680000000001,0.17120000000000002,31,23,9,2.48,1.84,0.72,31.0,23.0,9.0,3.4444444444444446,1.3478260869565217,0.15583606046439147,132.721,88.0,168.0
resin,10320,316.0,0.16179200000000002,8.450767500070894,676.0614000056715,301.5348101265823,144.13291139240508,110.61392405063292,24.122784810126582,11.530632911392406,8.849113924050634,7,16,8,0.56,1.28,0.64,16.0,8.0,7.0,2.2857142857142856,2.0,0.35267857142857145,132.51898734177215,88.0,168.0
resin,10339,149.0,0.07628800000000001,6.57752562495326,526.2020499962608,303.6442953020134,40.34228187919463,23.845637583892618,24.291543624161072,3.2273825503355704,1.9076510067114094,9,7,8,0.72,0.56,0.64,9.0,8.0,7.0,1.2857142857142858,1.125,0.29563492063492064,134.6241610738255,99.0,167.0
resin,10343,268.0,0.13721600000000003,7.999178545777086,639.9342836621669,307.55970149253733,89.27611940298507,117.67537313432835,24.604776119402988,7.142089552238806,9.41402985074627,12,15,8,0.96,1.2,0.64,15.0,12.0,8.0,1.875,1.25,0.18611111111111112,142.48507462686567,108.0,168.0
resin,10347,536.0,0.27443200000000006,10.07833343169201,806.2666745353608,307.8134328358209,124.57089552238806,69.81156716417911,24.625074626865672,9.965671641791046,5.584925373134329,18,16,16,1.44,1.28,1.28,18.0,16.0,16.0,1.125,1.125,0.11631944444444445,135.13992537313433,91.0,168.0
resin,10354,440.0,0.22528000000000004,9.43665370360164,754.9322962881313,304.55227272727274,152.6159090909091,93.13181818181818,24.36418181818182,12.209272727272728,7.450545454545455,12,21,13,0.96,1.68,1.04,21.0,13.0,12.0,1.75,1.6153846153846154,0.1343101343101343,141.09318181818182,103.0,168.0
resin,10357,193.0,0.09881600000000001,7.17000671219614,573.6005369756912,302.4041450777202,165.03626943005182,197.08290155440415,24.192331606217618,13.202901554404146,15.766632124352332,8,10,7,0.64,0.8,0.56,10.0,8.0,7.0,1.4285714285714286,1.25,0.34464285714285714,143.44041450777203,108.0,168.0
resin,10360,203.0,0.10393600000000001,7.291761779042593,583.3409423234075,303.9162561576355,171.0591133004926,98.77339901477832,24.31330049261084,13.68472906403941,7.9018719211822654,9,9,6,0.72,0.72,0.48,9.0,9.0,6.0,1.5,1.0,0.4176954732510288,129.17241379310346,93.0,168.0
resin,10372,80.0,0.04096000000000001,5.346018470287903,427.6814776230322,304.125,87.5875,165.975,24.330000000000002,7.007000000000001,13.278,7,6,7,0.56,0.48,0.56,7.0,7.0,6.0,1.1666666666666667,1.0,0.272108843537415,136.8875,88.0,168.0
resin,10377,187.0,0.09574400000000001,7.094922590181724,567.593807214538,304.85026737967917,129.1657754010695,6.336898395721925,24.388021390374334,10.33326203208556,0.506951871657754,8,9,8,0.64,0.72,0.64,9.0,8.0,8.0,1.125,1.125,0.3246527777777778,142.7326203208556,120.0,168.0
resin,10382,610.0,0.31232000000000004,10.522293324550258,841.7834659640207,305.2590163934426,147.8065573770492,18.075409836065575,24.420721311475408,11.824524590163936,1.446032786885246,9,12,22,0.72,0.96,1.76,22.0,12.0,9.0,2.4444444444444446,1.8333333333333333,0.25673400673400676,132.4655737704918,88.0,168.0
resin,10383,81.0,0.04147200000000001,5.368201373637897,429.4561098910317,303.6666666666667,149.40740740740742,126.5679012345679,24.293333333333337,11.952592592592595,10.125432098765431,6,6,6,0.48,0.48,0.48,6.0,6.0,6.0,1.0,1.0,0.375,132.0493827160494,98.0,168.0
resin,10385,264.0,0.135168,7.959181984758356,636.7345587806685,305.2386363636364,175.00378787878788,2.5113636363636362,24.41909090909091,14.00030303030303,0.2009090909090909,10,6,7,0.8,0.48,0.56,10.0,7.0,6.0,1.6666666666666667,1.4285714285714286,0.6285714285714286,118.52651515151516,88.0,168.0
resin,10400,270.0,0.13824000000000003,8.019027705431855,641.5222164345483,304.9851851851852,104.36296296296297,81.18148148148148,24.398814814814813,8.349037037037037,6.494518518518519,8,10,9,0.64,0.8,0.72,10.0,9.0,8.0,1.25,1.1111111111111112,0.375,128.01111111111112,93.0,168.0
resin,10402,112.0,0.057344000000000006,5.980531746873981,478.4425397499185,304.01785714285717,122.38392857142857,34.80357142857143,24.321428571428573,9.790714285714285,2.7842857142857147,5,6,7,0.4,0.48,0.56,7.0,6.0,5.0,1.4,1.1666666666666667,0.5333333333333333,143.5625,101.0,167.0
resin,10413,295.0,0.15104000000000004,8.259259874164178,660.7407899331342,306.3491525423729,168.5220338983051,60.23389830508474,24.50793220338983,13.481762711864407,4.8187118644067795,11,10,8,0.88,0.8,0.64,11.0,10.0,8.0,1.375,1.1,0.3352272727272727,128.23728813559322,93.0,168.0
resin,10415,124.0,0.06348800000000002,6.1869179183107725,494.9534334648618,305.44354838709677,176.13709677419354,120.7741935483871,24.435483870967744,14.090967741935483,9.661935483870968,8,4,9,0.64,0.32,0.72,9.0,8.0,4.0,2.25,1.125,0.4305555555555556,121.73387096774194,90.0,168.0
resin,10421,335.0,0.17152000000000003,8.616853875390476,689.348310031238,307.64179104477614,69.09850746268657,107.83283582089553,24.61134328358209,5.527880597014926,8.626626865671643,8,13,16,0.64,1.04,1.28,16.0,13.0,8.0,2.0,1.2307692307692308,0.2013221153846154,140.7462686567164,98.0,168.0
resin,10425,320.0,0.16384000000000004,8.486275343576441,678.9020274861152,307.1875,104.3875,146.53125,24.575,8.351,11.7225,11,8,8,0.88,0.64,0.64,11.0,8.0,8.0,1.375,1.375,0.45454545454545453,121.728125,89.0,168.0
resin,10432,230.0,0.11776000000000002,7.601682700664171,608.1346160531338,305.8695652173913,174.51304347826087,89.35217391304347,24.469565217391306,13.96104347826087,7.148173913043478,7,7,9,0.56,0.56,0.72,9.0,7.0,7.0,1.2857142857142858,1.2857142857142858,0.5215419501133787,141.40434782608696,104.0,168.0
resin,10435,511.0,0.26163200000000003,9.919141658518319,793.5313326814655,310.0724070450098,2.440313111545988,83.07827788649706,24.805792563600786,0.19522504892367906,6.646262230919765,13,8,16,1.04,0.64,1.28,16.0,13.0,8.0,2.0,1.2307692307692308,0.30709134615384615,136.43835616438355,93.0,168.0
resin,10446,285.0,0.14592000000000002,8.164860065020097,653.1888052016077,307.6456140350877,55.38947368421053,121.95438596491228,24.611649122807016,4.431157894736843,9.756350877192983,10,9,11,0.8,0.72,0.88,11.0,10.0,9.0,1.2222222222222223,1.1,0.2878787878787879,129.59649122807016,90.0,167.0
resin,10463,386.0,0.19763200000000003,9.033642384583448,722.6913907666758,309.63471502590676,156.35492227979276,8.89119170984456,24.77077720207254,12.508393782383422,0.7112953367875647,13,8,10,1.04,0.64,0.8,13.0,10.0,8.0,1.625,1.3,0.37115384615384617,126.18911917098445,91.0,168.0
resin,10466,5999.0,3.0714880000000004,22.543780464311332,1803.5024371449067,337.18719786631107,167.7646274379063,23.313885647607936,26.974975829304885,13.421170195032506,1.865110851808635,60,28,50,4.8,2.24,4.0,60.0,50.0,28.0,2.142857142857143,1.2,0.07141666666666667,129.4427404567428,88.0,168.0
resin,10467,444.0,0.22732800000000003,9.46516340462475,757.21307236998,309.81306306306305,173.9572072072072,51.8963963963964,24.785045045045045,13.916576576576576,4.1517117117117115,13,8,14,1.04,0.64,1.12,14.0,13.0,8.0,1.75,1.0769230769230769,0.30494505494505497,124.12387387387388,89.0,168.0
resin,10473,81.0,0.04147200000000001,5.368201373637897,429.4561098910317,307.1111111111111,19.54320987654321,59.123456790123456,24.56888888888889,1.5634567901234568,4.729876543209876,5,6,7,0.4,0.48,0.56,7.0,6.0,5.0,1.4,1.1666666666666667,0.38571428571428573,136.33333333333334,102.0,168.0
resin,10478,123.0,0.062976,6.17024150880815,493.619320704652,307.9756097560976,36.02439024390244,131.6747967479675,24.638048780487807,2.881951219512195,10.5339837398374,7,7,6,0.56,0.56,0.48,7.0,7.0,6.0,1.1666666666666667,1.0,0.41836734693877553,143.41463414634146,108.0,168.0
resin,10479,1631.0,0.8350720000000001,14.60444686304428,1168.3557490435423,316.4862047823421,41.261189454322505,124.71489883507051,25.31889638258737,3.3008951563458004,9.977191906805642,20,18,26,1.6,1.44,2.08,26.0,20.0,18.0,1.4444444444444444,1.3,0.17425213675213674,128.16431637032494,88.0,168.0
resin,10486,170.0,0.08704000000000002,6.873059437985092,549.8447550388074,307.82941176470587,77.89411764705882,104.82941176470588,24.62635294117647,6.231529411764706,8.38635294117647,8,10,7,0.64,0.8,0.56,10.0,8.0,7.0,1.4285714285714286,1.25,0.30357142857142855,145.83529411764707,115.0,168.0
resin,10499,1087.0,0.556544,12.756855629131007,1020.5484503304806,309.9567617295308,154.37994480220792,192.86108555657773,24.796540938362465,12.350395584176633,15.42888684452622,14,25,18,1.12,2.0,1.44,25.0,18.0,14.0,1.7857142857142858,1.3888888888888888,0.17253968253968255,126.05059797608095,88.0,168.0
resin,10501,156.0,0.07987200000000001,6.678957173048376,534.3165738438701,307.9935897435897,175.48076923076923,32.84615384615385,24.63948717948718,14.038461538461538,2.6276923076923078,7,5,7,0.56,0.4,0.56,7.0,7.0,5.0,1.4,1.0,0.636734693877551,123.7948717948718,92.0,168.0
resin,10510,131.0,0.067072,6.301213930352919,504.0971144282335,308.51145038167937,25.72519083969466,65.8854961832061,24.68091603053435,2.0580152671755725,5.270839694656488,6,7,7,0.48,0.56,0.56,7.0,7.0,6.0,1.1666666666666667,1.0,0.445578231292517,126.64885496183206,90.0,168.0
resin,10524,166.0,0.08499200000000001,6.818724679613211,545.4979743690568,309.4759036144578,130.74096385542168,181.43373493975903,24.758072289156626,10.459277108433735,14.514698795180722,8,10,9,0.64,0.8,0.72,10.0,9.0,8.0,1.25,1.1111111111111112,0.23055555555555557,146.09036144578315,117.0,168.0
resin,10552,1223.0,0.6261760000000001,13.26811656348061,1061.449325078449,314.1398201144726,70.34587080948488,5.584627964022895,25.13118560915781,5.62766966475879,0.44677023712183156,15,26,15,1.2,2.08,1.2,26.0,15.0,15.0,1.7333333333333334,1.7333333333333334,0.20905982905982906,130.1749795584628,88.0,168.0
resin,10567,272.0,0.13926400000000003,8.038779084983904,643.1023267987123,310.98161764705884,155.62132352941177,159.31617647058823,24.878529411764706,12.449705882352943,12.74529411764706,8,18,10,0.64,1.44,0.8,18.0,10.0,8.0,2.25,1.8,0.18888888888888888,146.43382352941177,117.0,168.0
resin,10569,4284.0,2.1934080000000002,20.15039729319315,1612.0317834554521,326.51003734827265,12.78734827264239,49.94117647058823,26.12080298786181,1.0229878618113912,3.9952941176470587,39,30,32,3.12,2.4,2.56,39.0,32.0,30.0,1.3,1.21875,0.11442307692307692,126.80835667600374,88.0,168.0
resin,10580,152.0,0.07782400000000002,6.621377090805707,529.7101672644566,310.4736842105263,89.07236842105263,91.4407894736842,24.837894736842106,7.12578947368421,7.315263157894736,6,7,6,0.48,0.56,0.48,7.0,6.0,6.0,1.1666666666666667,1.1666666666666667,0.6031746031746031,125.44736842105263,95.0,168.0
resin,10585,104.0,0.05324800000000001,5.834606511185437,466.768520894835,310.8269230769231,125.00961538461539,105.89423076923077,24.86615384615385,10.000769230769231,8.471538461538461,6,7,6,0.48,0.56,0.48,7.0,6.0,6.0,1.1666666666666667,1.1666666666666667,0.4126984126984127,147.33653846153845,116.0,167.0
resin,10590,509.0,0.26060800000000006,9.906183914624549,792.4947131699639,312.14145383104125,170.80550098231828,80.65618860510806,24.9713163064833,13.664440078585463,6.452495088408645,9,14,12,0.72,1.12,0.96,14.0,12.0,9.0,1.5555555555555556,1.1666666666666667,0.33664021164021163,122.38310412573674,88.0,168.0
resin,10592,237.0,0.12134400000000002,7.678031824807701,614.2425459846161,312.54430379746833,175.48101265822785,103.53586497890295,25.00354430379747,14.03848101265823,8.282869198312236,10,7,10,0.8,0.56,0.8,10.0,10.0,7.0,1.4285714285714286,1.0,0.3385714285714286,121.73417721518987,88.0,168.0
resin,10607,272.0,0.13926400000000003,8.038779084983904,643.1023267987123,312.4264705882353,90.23897058823529,20.834558823529413,24.994117647058825,7.219117647058823,1.6667647058823531,11,8,8,0.88,0.64,0.64,11.0,8.0,8.0,1.375,1.375,0.38636363636363635,124.01838235294117,89.0,168.0
resin,10610,270.0,0.13824000000000003,8.019027705431855,641.5222164345483,315.2148148148148,116.08518518518518,148.76296296296297,25.217185185185187,9.286814814814814,11.901037037037039,14,8,7,1.12,0.64,0.56,14.0,8.0,7.0,2.0,1.75,0.34438775510204084,130.46666666666667,96.0,168.0
resin,10624,117.0,0.05990400000000001,6.068235308895068,485.4588247116055,313.5213675213675,0.7948717948717948,183.28205128205127,25.0817094017094,0.06358974358974359,14.662564102564103,8,3,8,0.64,0.24,0.64,8.0,8.0,3.0,2.6666666666666665,1.0,0.609375,129.06837606837607,98.0,168.0
resin,10637,220.0,0.11264000000000002,7.489877008078426,599.1901606462741,314.1636363636364,48.25454545454546,199.3909090909091,25.13309090909091,3.860363636363637,15.951272727272729,10,10,6,0.8,0.8,0.48,10.0,10.0,6.0,1.6666666666666667,1.0,0.36666666666666664,123.8,89.0,168.0
resin,10640,935.0,0.4787200000000001,12.132146972743877,970.5717578195101,315.96363636363634,58.33903743315508,35.7572192513369,25.27709090909091,4.667122994652407,2.8605775401069518,17,18,17,1.36,1.44,1.36,18.0,17.0,17.0,1.0588235294117647,1.0588235294117647,0.17973856209150327,122.79893048128342,88.0,168.0
resin,10644,115.0,0.05888000000000001,6.033459557881385,482.67676463051083,312.32173913043476,79.05217391304348,169.3217391304348,24.98573913043478,6.324173913043478,13.545739130434784,6,8,5,0.48,0.64,0.4,8.0,6.0,5.0,1.6,1.3333333333333333,0.4791666666666667,131.71304347826086,99.0,168.0
resin,10658,135.0,0.06912000000000001,6.364706507682331,509.1765206145865,313.43703703703704,139.5185185185185,75.68888888888888,25.074962962962964,11.16148148148148,6.055111111111111,7,8,11,0.56,0.64,0.88,11.0,8.0,7.0,1.5714285714285714,1.375,0.21915584415584416,141.42222222222222,99.0,168.0
resin,10675,1935.0,0.9907200000000002,15.460639332478571,1236.8511465982856,320.6630490956072,52.69767441860465,15.140568475452197,25.65304392764858,4.215813953488372,1.2112454780361757,24,38,29,1.92,3.04,2.32,38.0,29.0,24.0,1.5833333333333333,1.3103448275862069,0.07316243194192378,125.09457364341085,88.0,168.0
resin,10678,80.0,0.04096000000000001,5.346018470287903,427.6814776230322,313.025,43.6875,190.2375,25.041999999999998,3.495,15.219000000000001,5,6,7,0.4,0.48,0.56,7.0,6.0,5.0,1.4,1.1666666666666667,0.38095238095238093,150.6125,126.0,168.0
resin,10680,195.0,0.09984000000000001,7.194688513426352,575.5750810741082,314.93333333333334,68.56410256410257,199.77435897435896,25.194666666666667,5.4851282051282055,15.981948717948717,9,9,6,0.72,0.72,0.48,9.0,9.0,6.0,1.5,1.0,0.4012345679012346,137.86666666666667,106.0,167.0
resin,10683,326.0,0.16691200000000003,8.538986479839005,683.1189183871204,314.5858895705521,96.7760736196319,165.61349693251535,25.16687116564417,7.742085889570553,13.249079754601228,8,8,9,0.64,0.64,0.72,9.0,8.0,8.0,1.125,1.125,0.5659722222222222,120.92944785276073,88.0,168.0
resin,10684,208.0,0.10649600000000002,7.351143561296219,588.0914849036975,318.2548076923077,101.10576923076923,199.95192307692307,25.460384615384616,8.088461538461539,15.996153846153845,14,12,5,1.12,0.96,0.4,14.0,12.0,5.0,2.8,1.1666666666666667,0.24761904761904763,133.72115384615384,98.0,168.0
resin,10685,104.0,0.05324800000000001,5.834606511185437,466.768520894835,312.8173076923077,104.97115384615384,70.75961538461539,25.025384615384613,8.397692307692306,5.660769230769231,5,9,9,0.4,0.72,0.72,9.0,9.0,5.0,1.8,1.0,0.25679012345679014,132.73076923076923,88.0,167.0
resin,10689,175.0,0.08960000000000001,6.939792343839249,555.18338750714,313.1714285714286,120.76,179.7657142857143,25.053714285714285,9.6608,14.381257142857145,6,8,8,0.48,0.64,0.64,8.0,8.0,6.0,1.3333333333333333,1.0,0.4557291666666667,128.98857142857142,92.0,168.0
resin,10698,85.0,0.04352000000000001,5.455150891048748,436.4120712838999,313.56470588235294,175.8470588235294,197.61176470588236,25.085176470588237,14.067764705882354,15.80894117647059,7,6,8,0.56,0.48,0.64,8.0,7.0,6.0,1.3333333333333333,1.1428571428571428,0.25297619047619047,130.1529411764706,88.0,168.0
resin,10699,108.0,0.05529600000000001,5.908470131056179,472.67761048449427,314.037037037037,174.72222222222223,6.805555555555555,25.122962962962962,13.977777777777778,0.5444444444444444,7,6,6,0.56,0.48,0.48,7.0,6.0,6.0,1.1666666666666667,1.1666666666666667,0.42857142857142855,129.66666666666666,90.0,168.0
resin,10708,114.0,0.05836800000000001,6.015920332305007,481.2736265844006,314.86842105263156,26.62280701754386,106.95614035087719,25.189473684210526,2.1298245614035087,8.556491228070175,6,8,6,0.48,0.64,0.48,8.0,6.0,6.0,1.3333333333333333,1.3333333333333333,0.3958333333333333,132.140350877193,88.0,167.0
resin,10715,480.0,0.24576000000000003,9.714360252021121,777.1488201616897,317.19166666666666,82.41041666666666,178.42708333333334,25.375333333333334,6.592833333333333,14.274166666666668,12,13,18,0.96,1.04,1.44,18.0,13.0,12.0,1.5,1.3846153846153846,0.17094017094017094,129.39166666666668,91.0,168.0
resin,10734,822.0,0.42086400000000007,11.622272800504025,929.7818240403219,320.93552311435525,8.330900243309003,90.58272506082724,25.67484184914842,0.6664720194647202,7.246618004866179,15,16,19,1.2,1.28,1.52,19.0,16.0,15.0,1.2666666666666666,1.1875,0.18026315789473685,131.65571776155718,89.0,168.0
