slice_id,z_um,pore_fraction,resin_fraction,matrix_fraction,mean_intensity,std_intensity,pore_object_count,mean_pore_equivalent_diameter_um,resin_object_count,mean_resin_equivalent_diameter_um,heterogeneity_index,PC1,PC2,is_anomaly,anomaly_score,anomaly_category
331,26480.0,0.0034486594726888,0.1901490710868839,0.8025364334186228,188.4756090777617,33.91920061978636,57,117.85863318270562,206,461.62868328996063,0.3413073876386378,2.7066886879009853,-0.6237625312751668,False,-0.09227490264563293,normal
332,26560.0,0.0039770831015685,0.1851151407275559,0.8078206697074202,188.17663255089556,33.749924169236685,62,120.99747197247792,213,448.4513474502006,0.3442766464261565,2.753058211940766,-0.6812068154991904,False,-0.10523199344085776,normal
333,26640.0,0.0047558126599176,0.1836411169206808,0.8089053287351207,187.9666258760708,33.602082586348985,86,112.94457861384372,248,407.6183885254955,0.3447401164259473,2.0836837568951467,-1.3139791984575035,False,-0.1115778209651242,normal
334,26720.0,0.0045889420402714,0.1899822004672377,0.8025920569585049,187.63141061297145,33.74985036610534,71,120.99298355325185,236,425.723002328141,0.340990463854868,2.0035019249949575,-0.9898437784489021,False,-0.15333991680921394,normal
335,26800.0,0.0051173656691511,0.1940983424185115,0.7958059850928914,187.0732005784848,34.117412971100585,91,113.77085859111897,228,446.69563262561707,0.3371373590347151,1.7001931607019927,-1.0238957961039281,False,-0.12493635508477874,normal
336,26880.0,0.0053120480587384,0.197296695961731,0.7912170430526199,186.4862331738792,34.256685108450945,71,126.71954222616668,233,445.69164435090346,0.3345388442609934,1.469018643936187,-0.7297647985114567,False,-0.1601404278337985,normal
337,26960.0,0.0066470130159083,0.2021081321615307,0.785654689064412,186.06772165980644,34.76746014366634,86,130.69209809804022,241,435.8349956786007,0.330922043944115,0.8171756232028525,-0.7547862929416146,False,-0.1708310748503577,normal
338,27040.0,0.0083435309823117,0.2028312381799977,0.784125041717655,185.83588274557792,35.435943621514255,99,135.23473401686894,235,444.4909545788109,0.3295729402796394,0.637646857906788,-0.5141661697255463,False,-0.1528151231733092,normal
339,27120.0,0.0091222605406608,0.2071698742907998,0.7807041940149071,185.71248192234955,35.8329533554058,108,130.1433309601598,241,433.0532318490732,0.3271939882083843,0.18795556155174573,-0.6792278535469283,False,-0.1534816181814047,normal
340,27200.0,0.0091500723106018,0.2087829569473801,0.7797585938369118,185.7191845589053,35.599733383535934,90,139.4918054966621,247,433.6975941211764,0.3265482710614114,0.20296001126062968,-0.507141538114494,False,-0.16876236539896972,normal
